원본ID,구역명,자치구,유형,세부유형,단계,공개본
11000UQ120PS202503070078,월계동 534번지 일대,노원구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014121,월계동(재해관리구역),노원구,재건축,재건축(단독),착공,2026-09-10
11000UQ120PS202411014160,월계동신아파트,노원구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202512310003,월계삼호4차,노원구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202512310004,"월계시영(미륭,미성,삼호3)",노원구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014511,중계본동(백사마을),노원구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202512310002,태릉우성,노원구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202505310016,하계장미,노원구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202505310806,대신빌라소규모재건축사업,도봉구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202411014436,도봉제2,도봉구,재개발,재개발(주택정비형),준공,2026-09-10
11000UQ120PS202505310807,동성빌라소규모재건축사업,도봉구,재건축,소규모재건축사업,조합설립추진중,2026-09-10
11000UQ120PS202407010920,방학3구역,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310051,방학3구역,도봉구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202503070036,방학동 618번지 일대,도봉구,모아타운,모아타운,관리지역고시,2026-09-10
11320UQ120PS202608040002,방학동 638,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11320UQ120PS202608040001,방학동 641,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11320UQ120PS202605210001,방학신동아1단지아파트,도봉구,재건축,재건축(공동),구역지정,2026-09-10
11000UQ120PS202407010966,방학신동아1차,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310808,삼익빌라소규모재건축사업,도봉구,재건축,소규모재건축사업,조합설립추진중,2026-09-10
11000UQ120PS202411014518,삼환도봉,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310071,삼환도봉아파트,도봉구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014508,쌍문3,도봉구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202407010890,쌍문3구역,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11320UQ120PS202604150001,쌍문동 26 일대,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202503070071,쌍문동 460번지 일대,도봉구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070072,쌍문동 494-22번지 일대,도봉구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070073,쌍문동 524-87번지 일대,도봉구,모아타운,모아타운,관리지역고시,2026-09-10
11320UQ120PS202604100001,쌍문동 81 일대,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310809,쌍문동완성빌라소규모재건축사업,도봉구,재건축,소규모재건축사업,조합설립추진중,2026-09-10
11000UQ120PS202505310810,쌍문동우이그린빌라소규모재건축사업,도봉구,재건축,소규모재건축사업,조합설립추진중,2026-09-10
11000UQ120PS202407010962,쌍문한양1차,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310072,쌍문한양1차아파트,도봉구,재건축,재건축(공동),조합설립인가,2026-09-10
11320UQ120PS202605040001,창3동 501-13번지 일대,도봉구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202407010961,창동상아1차,도봉구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310073,창동상아1차아파트,도봉구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202505310776,(가칭)용두동 39-6번지 일대 소규모재개발사업,동대문구,재개발,소규모재개발사업,조합설립추진중,2026-09-10
11000UQ120PS202505310812,공성아파트 소규모재건축사업,동대문구,재건축,소규모재건축사업,착공,2026-09-10
11230UQ120PS202607010001,답십리동 489,동대문구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014271,답십리자동자부품상가,동대문구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014491,신설1,동대문구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202411014279,신이문역세권,동대문구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014319,용두1-1,동대문구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202411014317,용두1-2,동대문구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014318,용두1-3,동대문구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202411014316,용두1-4,동대문구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014315,용두1-5,동대문구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014329,용두1-6,동대문구,재개발,재개발(도시정비형),건축심의,2026-09-10
11230UQ120PS202603310001,용두3,동대문구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11230UQ120PS202605210001,용두3,동대문구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202505310036,용두구역 1지구,동대문구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202505310037,용두구역 2지구,동대문구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202411014387,용두구역 6지구,동대문구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202411014388,용두구역 7지구,동대문구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202411014462,이문3,동대문구,재개발,재개발(주택정비형),준공,2026-09-10
11230UQ120PS202604140002,이문4,동대문구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014521,장안동 134-15 일대,동대문구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014176,장안현대,동대문구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202411014302,전농,동대문구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014455,전농12,동대문구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202503310001,전농13,동대문구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202411014474,전농8,동대문구,재개발,재개발(주택정비형),건축심의,2026-09-10
11000UQ120PS202411014495,전농9,동대문구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202407010950,전농동 152-65,동대문구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014181,제기1(경동미주아파트),동대문구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202411014429,제기4,동대문구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014417,제기6,동대문구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014126,청량리 미주아파트,동대문구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014435,청량리6,동대문구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202411014420,청량리7,동대문구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202411014421,청량리8,동대문구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202601310052,청량리9,동대문구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202407010913,청량리동 19 일대,동대문구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014485,휘경3,동대문구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202411014414,휘경5,동대문구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202601310087,극동강변아파트,동작구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202411014443,노량진1,동작구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014447,노량진2,동작구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202411014442,노량진3,동작구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014450,노량진4,동작구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014444,노량진5,동작구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014441,노량진6,동작구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202411014445,노량진7,동작구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014446,노량진8,동작구,재개발,재개발(주택정비형),착공,2026-09-10
11590UQ120PS202605070001,노량진동 221-24번지 일대,동작구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202505310772,노량진동 41-5번지일대 소규모재개발사업,동작구,재개발,소규모재개발사업,조합설립추진중,2026-09-10
11000UQ120PS202505310813,대광연립소규모주택재건축정비사업,동작구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202407010827,본동,동작구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11590UQ120PS202605210001,사당12,동작구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11590UQ120PS202605210002,사당17,동작구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11590UQ120PS202603090001,사당17구역,동작구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014087,사당5,동작구,재건축,재건축(단독),사업시행인가,2026-09-10
11590UQ120PS202607010001,사당동 202-29,동작구,모아타운,모아타운,관리지역고시,2026-09-10
11590UQ120PS202603050001,사당동 288,동작구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310018,사당동 305-35 일대,동작구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310020,사당동 419-1,동작구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310053,상도14,동작구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202407010900,상도14구역,동작구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310054,상도15,동작구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202407010923,상도15구역,동작구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310019,상도16구역,동작구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310018,상도23구역,동작구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11590UQ120PS202605070002,상도동 242번지 일대,동작구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070047,상도동 279,동작구,모아타운,모아타운,대상지선정,2026-09-10
11000UQ120PS202601310016,신대방3구역,동작구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202505310814,인정아파트소규모재건축정비사업,동작구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202411014486,흑석1,동작구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202601310017,흑석10,동작구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014483,흑석11,동작구,재개발,재개발(주택정비형),착공,2026-09-10
11590UQ120PS202604100001,흑석11,동작구,신속통합기획,신속통합기획,기획완료,2026-09-10
11590UQ120PS202604020002,흑석2,동작구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014484,흑석9,동작구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202411014107,공덕1,마포구,재건축,재건축(단독),착공,2026-09-10
11000UQ120PS202411014424,공덕6,마포구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202411014510,공덕7,마포구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202407010930,공덕7구역,마포구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202503310005,공덕8,마포구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202407010894,공덕8구역,마포구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310816,공덕현대아파트 소규모재건축사업,마포구,재건축,소규모재건축사업,건축심의,2026-09-10
11000UQ120PS202505310817,기린동산빌라 소규모재건축사업,마포구,재건축,소규모재건축사업,착공,2026-09-10
11000UQ120PS202503070015,대흥동 535-2,마포구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202601310022,도화우성,마포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014276,마포로1-10,마포구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014291,"마포로1-34
",마포구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202411014269,"마포로1-58-2

",마포구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202411014288,"마포로3-1
",마포구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202411014289,마포로3-3,마포구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407010945,망원1,마포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202503070023,망원동 456-6번지 일대,마포구,모아타운,모아타운,관리지역고시,2026-09-10
11440UQ120PS202605060001,성산동 160-4번지 일대,마포구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014171,성산시영아파트,마포구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202407232949,신촌지역(마포)2-7,마포구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232935,신촌지역(마포)3-3,마포구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232915,신촌지역(마포)4-1,마포구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232927,신촌지역(마포)4-10,마포구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232928,신촌지역(마포)4-12,마포구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232933,신촌지역(마포)4-5,마포구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202407232929,신촌지역(마포)4-9,마포구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202601310021,아현동 331-29,마포구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11440UQ120PS202605210001,염리4,마포구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202505310819,우석연립 소규모재건축사업,마포구,재건축,소규모재건축사업,착공,2026-09-10
11440UQ120PS202605060003,중동 78번지 일대,마포구,모아타운,모아타운,관리지역고시,2026-09-10
11440UQ120PS202605060002,창전동 46-1번지 일대,마포구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014335,"합정7
",마포구,재개발,재개발(도시정비형),착공,2026-09-10
11440UQ120PS202603180001,합정동 369,마포구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014448,가재울7,서대문구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202411014308,가재울8,서대문구,재개발,재개발(도시정비형),준공,2026-09-10
11000UQ120PS202411014312,가재울9,서대문구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014266,마포로4-1,서대문구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202411014281,마포로5-2,서대문구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014093,북가좌6,서대문구,재건축,재건축(단독),건축심의,2026-09-10
11000UQ120PS202505310019,북가좌동 74-107 일대,서대문구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014459,북아현2,서대문구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014452,북아현3,서대문구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202601310039,북아현4,서대문구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202505310851,서강빌라 소규모주택재건축사업,서대문구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202411014295,신촌서대문2-2,서대문구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202411014408,연희1,서대문구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202411014494,연희2,서대문구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202411014422,영천,서대문구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202505310818,종건빌라 소규모주택재건축사업,서대문구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11410UQ120PS202603190001,천연동 89-16번지 일대,서대문구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503310006,충정로1,서대문구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202411014392,충현2구역,서대문구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202503070102,현저동 1-5번지 일대,서대문구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014340,홍은1(재촉),서대문구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202601310055,홍은15,서대문구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11410UQ120PS202603060001,홍은5,서대문구,재건축,재건축(단독),사업시행인가,2026-09-10
11410UQ120PS202605070001,홍은동 10-18번지 일대,서대문구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202505310766,홍은동 11-360,서대문구,모아타운,모아타운,수립범위 자문,2026-09-10
11000UQ120PS202407010893,홍은동 8-400 일대,서대문구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014334,홍제2,서대문구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014105,홍제3,서대문구,재건축,재건축(단독),관리처분계획인가,2026-09-10
11000UQ120PS202505310038,홍제3(재촉),서대문구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202407010943,홍제4,서대문구,신속통합기획,신속통합기획,기획완료,2026-09-10
11410UQ120PS202605210002,홍제4,서대문구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202502050007,홍제동 287-118 일대,서대문구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11410UQ120PS202605060001,홍제동 322번지 일대,서대문구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202502050006,홍제동 9-81 일대,서대문구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11410UQ120PS202605210003,홍제역역세권활성화사업,서대문구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014124,강남원효성빌라,서초구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202505310849,"논현,영동빌라",서초구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202411014243,반포미도1차,서초구,재건축,재건축(공동),건축심의,2026-09-10
11000UQ120PS202502050009,반포미도2차,서초구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202408313141,"반포주공1단지(1,2,4주구)",서초구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202411014218,반포주공1단지(3주구),서초구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202502050008,방배 임광3차,서초구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014089,방배13,서초구,재건축,재건축(단독),관리처분계획인가,2026-09-10
11000UQ120PS202411014088,방배14,서초구,재건축,재건축(단독),관리처분계획인가,2026-09-10
11000UQ120PS202411014101,방배15구역,서초구,재건축,재건축(단독),건축심의,2026-09-10
11000UQ120PS202411014102,방배5,서초구,재건축,재건축(단독),착공,2026-09-10
11000UQ120PS202411014097,방배6,서초구,재건축,재건축(단독),준공,2026-09-10
11000UQ120PS202411014090,방배7,서초구,재건축,재건축(단독),사업시행인가,2026-09-10
11000UQ120PS202503070035,방배동 977번지 일대,서초구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014153,방배삼익,서초구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202411014208,방배삼호,서초구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202505310020,방배삼호,서초구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014127,방배신동아,서초구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202411014207,방배신삼호,서초구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202601310074,방배임광3차,서초구,재건축,재건축(공동),추진위구성,2026-09-10
11000UQ120PS202411014184,삼호가든5차,서초구,재건축,재건축(공동),건축심의,2026-09-10
11000UQ120PS202407010874,서초 진흥,서초구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014233,서초신동아,서초구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202505310821,서초아남,서초구,재건축,소규모재건축사업,건축심의,2026-09-10
11000UQ120PS202505310822,서초중앙하이츠 1구역,서초구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202505310823,서초중앙하이츠 2구역,서초구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202411014195,서초진흥아파트,서초구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014223,신반포12차,서초구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202411014221,신반포16차,서초구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11650UQ120PS202607210001,신반포18차337동,서초구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202408313122,"신반포19차,25차",서초구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202502050010,"신반포19차,25차",서초구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202408313126,신반포20차,서초구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014220,신반포21차,서초구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202411014238,신반포22차,서초구,재건축,재건축(공동),착공,2026-09-10
11650UQ120PS202607150001,신반포26차아파트 소규모재건축정비사업,서초구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202411014219,신반포27차,서초구,재건축,재건축(공동),관리처분계획인가,2026-09-10
11000UQ120PS202407010879,신반포2차,서초구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014200,신반포2차,서초구,재건축,재건축(공동),건축심의,2026-09-10
11000UQ120PS202411014237,신반포4차,서초구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014239,신반포7차,서초구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202411014236,신반포궁전,서초구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202505310846,신성빌라 주택재건축정비사업,서초구,재건축,소규모재건축사업,준공,2026-09-10
11000UQ120PS202503070074,양재동 374,서초구,모아타운,모아타운,대상지선정,2026-09-10
11000UQ120PS202503070075,양재동 382,서초구,모아타운,모아타운,대상지선정,2026-09-10
11000UQ120PS202503070076,우면동 2,서초구,모아타운,모아타운,수립범위 자문,2026-09-10
11000UQ120PS202601310023,잠원한강,서초구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310088,잠원한신타운,서초구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202411014427,금호16,성동구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407010857,금호21구역,성동구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014498,금호21구역,성동구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202503070009,금호동1가 129,성동구,모아타운,모아타운,사전자문,2026-09-10
11000UQ120PS202407010886,마장동 382 일대,성동구,신속통합기획,신속통합기획,기획완료,2026-09-10
11200UQ120PS202605060001,마장동 457번지 일대,성동구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202601310056,마장동382번지일대,성동구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202601310024,마장세림,성동구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202411014180,마장세림아파트,성동구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202505310824,미성주택 소규모재건축사업,성동구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202407010916,사근동 293 일대,성동구,신속통합기획,신속통합기획,기획완료,2026-09-10
11200UQ120PS202607220001,사근동 293번지 일대 주택정비형 재개발사업,성동구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202411014110,성수1,성동구,재건축,재건축(단독),건축심의,2026-09-10
11000UQ120PS202411014503,성수전략1,성동구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202411014504,성수전략2,성동구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202411014505,성수전략3,성동구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202411014506,성수전략4,성동구,재개발,재개발(주택정비형),건축심의,2026-09-10
11000UQ120PS202407010880,성수전략정비지구1,성동구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202407010881,성수전략정비지구2,성동구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202407010882,성수전략정비지구3,성동구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202407010883,성수전략정비지구4,성동구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310852,신성연립 소규모재건축사업,성동구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11200UQ120PS202604130001,왕십리역 소규모재개발사업,성동구,재개발,소규모재개발사업,조합설립인가,2026-09-10
11000UQ120PS202411014404,왕십리역세권4,성동구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202411014513,용답동,성동구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202411014095,응봉1,성동구,재건축,재건축(단독),관리처분계획인가,2026-09-10
11000UQ120PS202503070081,응봉동 265,성동구,모아타운,모아타운,대상지선정,2026-09-10
11000UQ120PS202505310825,자양연립소규모재건축사업,성동구,재건축,소규모재건축사업,조합설립추진중,2026-09-10
11000UQ120PS202411014136,장미아파트,성동구,재건축,재건축(공동),착공,2026-09-10
11000UQ120PS202411014278,장안평중고차매매센터,성동구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202505310826,정안맨션3차 소규모재건축사업,성동구,재건축,소규모재건축사업,건축심의,2026-09-10
11000UQ120PS202505310827,정안맨션6차 소규모재건축사업,성동구,재건축,소규모재건축사업,건축심의,2026-09-10
11000UQ120PS202505310828,코끼리빌라 소규모재건축사업,성동구,재건축,소규모재건축사업,사업시행계획인가,2026-09-10
11000UQ120PS202411014168,한남하이츠,성동구,재건축,재건축(공동),사업시행인가,2026-09-10
11000UQ120PS202411014428,행당7,성동구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202411014449,길음5,성북구,재개발,재개발(주택정비형),건축심의,2026-09-10
11000UQ120PS202505310829,대일연립 소규모재건축사업,성북구,재건축,소규모재건축사업,조합설립추진중,2026-09-10
11000UQ120PS202411014416,돈암6,성북구,재개발,재개발(주택정비형),사업시행인가,2026-09-10
11000UQ120PS202505310857,동부주택아파트 소규모재건축사업,성북구,재건축,소규모재건축사업,조합설립추진중,2026-09-10
11000UQ120PS202411014415,동선2,성북구,재개발,재개발(주택정비형),착공,2026-09-10
11290UQ120PS202606300001,동소문2,성북구,재개발,재개발(주택정비형),건축심의,2026-09-10
