원본ID,구역명,자치구,유형,세부유형,단계,공개본
11380UQ120PS202605210003,신사동237번지일대,은평구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202601310042,역촌역세권(대조동),은평구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202411014257,연신내,은평구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202505310773,응암동 584-56 일원 소규모재개발사업,은평구,재개발,소규모재개발사업,조합설립추진중,2026-09-10
11000UQ120PS202505310033,응암동 675,은평구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310066,응암동700번지일대,은평구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202601310067,응암동755번지,은평구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202411014482,증산5,은평구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014384,"공평15,16",종로구,재개발,재개발(도시정비형),착공,2026-09-10
11110UQ120PS202604010003,"공평15,16지구",종로구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202601310043,공평3,종로구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202601310035,관수동구역소단위정비1지구,종로구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202505310048,관수동일반정비3,종로구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202505310043,관수동일반정비8,종로구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11110UQ120PS202605040001,구기동 100-48번지 일대,종로구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202601310036,구기현대궁전빌라,종로구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407010967,금강하이츠빌라,종로구,신속통합기획,신속통합기획,기획완료,2026-09-10
11110UQ120PS202604010002,내자필운2-1,종로구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202407232813,돈의문2,종로구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232698,사직2,종로구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202503310002,서린345지구,종로구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014328,세운2,종로구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202407232816,세운4,종로구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232699,수송1-2,종로구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202407232700,수송1-3,종로구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202407232702,수송1-7,종로구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202601310032,숭인동 56,종로구,신속통합기획,신속통합기획,기획완료,2026-09-10
11110UQ120PS202605070001,숭인동 61번지 일대,종로구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503310000,숭인동56일대,종로구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202407232834,신문로2-12,종로구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202407232865,신영1,종로구,재개발,재개발(주택정비형),착공,2026-09-10
11000UQ120PS202407232697,종로6가,종로구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202411014267,창신1-6,종로구,재개발,재개발(도시정비형),조합설립인가,2026-09-10
11000UQ120PS202407010940,창신10구역,종로구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202407232705,창신3,종로구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202407232704,창신4-1,종로구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202407010915,창신9구역,종로구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202407010912,창신동 23,종로구,신속통합기획,신속통합기획,기획완료,2026-09-10
11110UQ120PS202605210001,창신동23-606번지일원,종로구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202503310010,창신동23일대,종로구,재개발,재개발(주택정비형),구역지정,2026-09-10
11110UQ120PS202605210002,창신동629번지일원,종로구,재개발,재개발(주택정비형),구역지정,2026-09-10
11000UQ120PS202411014043,청운빌라 소규모재건축 주민합의체,종로구,재건축,소규모재건축사업,준공,2026-09-10
11000UQ120PS202601310037,충신동 91-6,종로구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202407010865,舊 신당10,중구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014371,광희동일반정비지구1지구,중구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202407232708,남대문-7-1,중구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202601310038,남대문로5가 18-5,중구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11000UQ120PS202601310044,남대문로5가 1구역,중구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202411014286,"마포로5-10,11",중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202411014268,마포로5-9-1,중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232715,명동-1,중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232716,명동-2,중구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232848,무교다동-16,중구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202407232842,무교다동-29,중구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232843,무교다동-31,중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202505310035,무교다동구역 4지구,중구,신속통합기획,신속통합기획,대상지선정(추진중),2026-09-10
11140UQ120PS202604010001,봉래구역 제2지구,중구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202407232655,봉래구역 제3지구,중구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232720,"서-서1,2-1",중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232742,서소문-10,중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232743,"서소문-11,12",중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232818,"세운3-2,3",중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232817,"세운3-8,9,10",중구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202407232823,"세운5-1,3",중구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11140UQ120PS202604020001,세운6-1-3,중구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202407232826,세운6-3-3,중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232828,"세운6-4-22,23",중구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014365,수표,중구,재개발,재개발(도시정비형),착공,2026-09-10
11140UQ120PS202607060001,신당10,중구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202407232867,신당8,중구,재개발,재개발(주택정비형),관리처분계획인가,2026-09-10
11140UQ120PS202604200001,신당9,중구,재개발,재개발(주택정비형),건축심의,2026-09-10
11000UQ120PS202407232755,"양동-11,12",중구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202407232752,"양동-4-2,7",중구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11140UQ120PS202604010002,"양동-8-1,6",중구,재개발,재개발(도시정비형),관리처분계획인가,2026-09-10
11000UQ120PS202411014284,"을지로2가-1,3,6,18",중구,재개발,재개발(도시정비형),구역지정,2026-09-10
11000UQ120PS202407232785,"을지로3가-1,2",중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232784,을지로3가-10,중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232783,을지로3가-12,중구,재개발,재개발(도시정비형),착공,2026-09-10
11140UQ120PS202605210001,을지로3가-13,중구,재개발,재개발(도시정비형),건축심의,2026-09-10
11000UQ120PS202411014370,을지로3가-6,중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407232782,을지로3가-9,중구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202407010863,을지로3가구역 6지구,중구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014412,중림동 398,중구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202505310777,(가칭)면목동 119-1 일대 소규모재개발사업,중랑구,재개발,소규모재개발사업,조합설립추진중,2026-09-10
11000UQ120PS202505310769,(가칭)면목동 120-20 일대 소규모재개발사업,중랑구,재개발,소규모재개발사업,조합설립추진중,2026-09-10
11000UQ120PS202505310768,(가칭)면목동 120-8 일대 소규모재개발사업,중랑구,재개발,소규모재개발사업,조합설립추진중,2026-09-10
11000UQ120PS202411014185,망우1(염광아파트),중랑구,재건축,재건축(공동),조합설립인가,2026-09-10
11000UQ120PS202503070020,망우3동 427-5번지 일대,중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070021,망우동 474-29,중랑구,모아타운,모아타운,사전자문,2026-09-10
11000UQ120PS202503070022,망우본동 354-2,중랑구,모아타운,모아타운,사전자문,2026-09-10
11000UQ120PS202503070024,"면목3,8동 44-6번지 일대",중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11260UQ120PS202608140002,"면목3,8동 453-1번지 일대",중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070026,면목5동 152-1번지 일대,중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202407010887,면목7구역,중랑구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202411014507,면목7구역,중랑구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11260UQ120PS202604140003,면목8구역,중랑구,신속통합기획,신속통합기획,기획완료,2026-09-10
11260UQ120PS202605210001,면목8구역,중랑구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202407010842,면목9구역,중랑구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202503070025,면목동 139-52,중랑구,모아타운,모아타운,대상지선정,2026-09-10
11000UQ120PS202502050023,면목동 174-1 일대,중랑구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202503070029,면목동 86-3번지 일대,중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070030,면목본동 297-28번지 일대,중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070028,면목본동 63-1번지 일대,중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202503070034,묵2동 243-7,중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014303,상봉10,중랑구,재개발,재개발(도시정비형),추진위구성,2026-09-10
11000UQ120PS202407010905,상봉13구역,중랑구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202505310060,상봉13구역,중랑구,재개발,재개발(주택정비형),추진위구성,2026-09-10
11000UQ120PS202411014298,상봉7,중랑구,재개발,재개발(도시정비형),사업시행인가,2026-09-10
11000UQ120PS202411014306,상봉9,중랑구,재개발,재개발(도시정비형),착공,2026-09-10
11260UQ120PS202605080001,신내1동 493-13번지 일대,중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202505310834,신일빌라 소규모재건축사업,중랑구,재건축,소규모재건축사업,착공,2026-09-10
11000UQ120PS202505310835,장미아파트 소규모재건축사업,중랑구,재건축,소규모재건축사업,조합설립인가,2026-09-10
11000UQ120PS202505310836,장미연립 소규모재건축사업,중랑구,재건축,소규모재건축사업,조합설립추진중,2026-09-10
11000UQ120PS202503070092,중화1동 4-30번지 일대,중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014309,중화3,중랑구,재개발,재개발(도시정비형),착공,2026-09-10
11000UQ120PS202411014496,중화5구역,중랑구,재개발,재개발(주택정비형),조합설립인가,2026-09-10
11000UQ120PS202502050022,중화6구역,중랑구,신속통합기획,신속통합기획,기획완료,2026-09-10
11000UQ120PS202503070094,중화동 299-8,중랑구,모아타운,모아타운,대상지선정,2026-09-10
11260UQ120PS202604200001,중화동 329-38번지 일대,중랑구,모아타운,모아타운,관리지역고시,2026-09-10
11000UQ120PS202411014150,중화동 우성타운,중랑구,재건축,재건축(공동),건축심의,2026-09-10
